"department","source_file","action_id","category_group_code","category_group","type","confidence","records","evidence","recommended_action","source_1","source_2","apply_now","requires_human_review"
"Montevideo","arandu_montevideo_malvin_carrasco_lote_2_correcciones.json","MVD-MPC-004","SIN_CLASIFICAR","Pendiente de clasificación humana","Rebranding en sede con estatus oficial histórico","Alta","FAC-CANDIDATE-168 MOAI French / FAC-LEGACY-ELP-0335 Casa Flora","Ambas identidades usan French 1726 y las mismas coordenadas.","Conservar una sede; mantener Casa Flora como identidad oficial/histórica y MOAI como nombre actual sujeto a revisión.","https://grupolife.com.uy/moai-french/","https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf","False","True"
"Montevideo","arandu_montevideo_malvin_carrasco_lote_2_correcciones.json","MVD-MPC-005","SIN_CLASIFICAR","Pendiente de clasificación humana","Cambio de nombre u operador","Alta para la coincidencia de inmueble","FAC-CANDIDATE-178 Vita Nuova / FAC-LEGACY-ELP-0487 Las Gardenias","Mismo domicilio y coordenadas en Palmas y Ombúes 5610.","Conservar una sede y resolver nombre vigente, continuidad y tipo de servicio.","https://1122.com.uy/local/residencial-vita-nuova/LOC796660001","https://github.com/enzoth7/arandu/blob/main/Base%20de%20Datos/Scraping/Montevideo/montevideo_chatgpt_public_review_2026-08-04.csv","False","True"
"Montevideo","arandu_montevideo_malvin_carrasco_lote_2_correcciones.json","MVD-MPC-006","SIN_CLASIFICAR","Pendiente de clasificación humana","Normalización de nombre y calle","Alta","Manas / Manas Home — Militon/Millington Drake 1993","Las variantes describen la misma sede física.","Conservar una fila, normalizar Millington Drake y mantener alias.","https://aderama.org.uy/socios-2026/","https://github.com/enzoth7/arandu/blob/main/Base%20de%20Datos/Scraping/Montevideo/montevideo_chatgpt_public_review_2026-08-04.csv","False","True"
"Montevideo","arandu_montevideo_malvin_carrasco_lote_2_correcciones.json","MVD-MPC-007","SIN_CLASIFICAR","Pendiente de clasificación humana","Conflicto menor de número de puerta","Alta para la sede; media para el número","Valle Vilcabamba II — Fleming 1741/1742","La fila oficial usa 1741 y la fuente sectorial 1742.","Mantener la sede oficial, revisar puerta/rango y no crear otro punto.","https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf","https://aderama.org.uy/socios-2026/","False","True"
"Montevideo","arandu_montevideo_malvin_carrasco_lote_2_correcciones.json","MVD-MPC-008","SIN_CLASIFICAR","Pendiente de clasificación humana","Alias y errata de nombre","Alta","Babel Residel Boutique / Babel Residencial Boutique","Mismo domicilio Mariano Uriarte 6537.","Normalizar el nombre y conservar una única sede con teléfonos y web actuales.","https://1122.com.uy/local/babel-residencial-boutique/LOC804460001","https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/establecimientos-larga-estadia-para-personas-mayores-certificado-social","False","True"
"Montevideo","arandu_montevideo_malvin_carrasco_lote_2_correcciones.json","MVD-MPC-009","SIN_CLASIFICAR","Pendiente de clasificación humana","Identidad histórica ausente de la capa actual exacta","Media-alta","Años Royal — Mantua 6883","El lote previo y directorios lo identifican, pero la consulta actual no devuelve la fila exacta.","Reconciliar archivos históricos y señal actual; no crear automáticamente un punto nuevo.","https://1122.com.uy/rubro-zona/ciudad%20del%20este/adultos/PRD1172/Zzzzzzzzzzzzz01051","https://github.com/enzoth7/arandu/blob/main/Base%20de%20Datos/Scraping/Montevideo/montevideo_chatgpt_public_review_2026-08-04.csv","False","True"
"Montevideo","arandu_montevideo_malvin_carrasco_lote_2_correcciones.json","MVD-MPC-010","SIN_CLASIFICAR","Pendiente de clasificación humana","Falso positivo departamental","Alta","Seniority Magna — Niterói 948","La lista oficial ubica la sede en Barra de Carrasco, Canelones.","Excluir del universo de Montevideo y conservarla en Canelones.","https://www.gub.uy/ministerio-desarrollo-social/tramites-y-servicios/servicios/establecimientos-larga-estadia-para-personas-mayores-habilitados","https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/canelones-establecimientos-larga-estadia-para-personas-mayores-certificado-social","False","True"
"Montevideo","arandu_montevideo_malvin_carrasco_lote_2_correcciones.json","MVD-MPC-011","SIN_CLASIFICAR","Pendiente de clasificación humana","Sedes distintas de un mismo operador","Alta","Coppelia / Los Jacintos / Sweet Home","El operador presenta varios domicilios físicos y comparte contactos entre algunas sedes.","Asignar operator_group_id y no deduplicar por teléfono o sitio web compartidos.","https://www.residencialescoppelia.com/","https://1122.com.uy/local/sweet-home/LOC480460001","False","True"
"Montevideo","arandu_montevideo_malvin_carrasco_lote_2_correcciones.json","MVD-MPC-012","SIN_CLASIFICAR","Pendiente de clasificación humana","Sedes distintas de un mismo operador","Alta","La Forêt Carrasco / La Forêt La Blanqueada","El sitio propio publica simultáneamente Raúl Montero Bustamante 6235 y Jaime Cibils 2824.","Mantener dos sitios físicos vinculados por operador; no fusionar por marca o teléfono.","https://www.residenciallaforet.com.uy/","https://www.residenciallaforet.com.uy/la-foret-la-blanqueada","False","True"
"Montevideo","arandu_montevideo_malvin_carrasco_lote_2_correcciones.json","MVD-MPC-013","SIN_CLASIFICAR","Pendiente de clasificación humana","Normalización de sucursal o sede","Alta para Rivera 6137","San Fernando Entre Amigos 2 / Residencial San Fernando — Rivera 6137","Dos fuentes exactas confirman la sede, teléfonos y sitio en Rivera 6137.","Conservar la sede y vincularla al operador; resolver por separado otras direcciones San Fernando.","https://1122.com.uy/galeria/residencial-san-fernando/815880001/15489","https://uy.todosnegocios.com/residencial-san-fernando-092-058-577","False","True"
"Montevideo","arandu_montevideo_transversal_lote_3_correcciones.json","MVD-TR-001","SIN_CLASIFICAR","Pendiente de clasificación humana","Dos identidades y geocódigos incompatibles en un mismo domicilio","Alta para el conflicto","FAC-CANDIDATE-153 Amitie / FAC-CANDIDATE-158 Mamina II","Ambas fuentes usan Gral. Felipe Fraga 2191, pero Arandú asigna puntos separados.","Regeocodificar una vez y resolver nombre, operador y vigencias antes de contar sedes.","https://aderama.org.uy/socios-2026/","https://github.com/enzoth7/arandu/blob/main/Base%20de%20Datos/Scraping/Montevideo/montevideo_chatgpt_public_review_2026-08-04.csv","False","True"
"Montevideo","arandu_montevideo_transversal_lote_3_correcciones.json","MVD-TR-002","SIN_CLASIFICAR","Pendiente de clasificación humana","Geocódigo incompatible por calle incompleta","Alta","FAC-CANDIDATE-160 — Pro Gente","La fuente dice Bulevar Artigas 2577; la geocodificación almacenada consultó 'Artigas 2577'.","Descartar el punto heredado y regeocodificar la dirección completa después de otra fuente.","https://aderama.org.uy/socios-2026/","https://direcciones.ide.uy/api/v0/geocode/BusquedaDireccion?calle=artigas+2577&departamento=montevideo&localidad=montevideo","False","True"
"Montevideo","arandu_montevideo_transversal_lote_3_correcciones.json","MVD-TR-003","SIN_CLASIFICAR","Pendiente de clasificación humana","Dirección e identidad pública en conflicto","Alta para el conflicto","FAC-CANDIDATE-175 — Residencial Esmeralda","Arandú conserva Agustín Musso 933 y 099 321 943; la misma URL comercial muestra actualmente Agraciada y Grito de Ascencio y 098 089 810.","No mover ni duplicar la ficha. Buscar una segunda fuente y reconstruir la cronología.","https://1122.com.uy/local/residencial-esmeralda/LOC883660001","https://direcciones.ide.uy/api/v0/geocode/BusquedaDireccion?calle=agustin+musso+933&departamento=montevideo&localidad=montevideo","False","True"
"Montevideo","arandu_montevideo_transversal_lote_3_correcciones.json","MVD-TR-004","SIN_CLASIFICAR","Pendiente de clasificación humana","Triple duplicado de una sede","Alta","Álamos Montevideo / Los Álamos / Residencial Álamos — Ibiray 2398","Tres filas comparten domicilio y coordenadas prácticamente idénticas.","Conservar una fila, trasladar alias y fuentes y archivar las redundantes.","https://aderama.org.uy/socios-2026/","https://www.openstreetmap.org/node/3053487191","False","True"
"Montevideo","arandu_montevideo_transversal_lote_3_correcciones.json","MVD-TR-005","SIN_CLASIFICAR","Pendiente de clasificación humana","Duplicado exacto y alias","Alta","Casa Blanca II / Casablanca — Pablo de María 1172","Dos filas comparten domicilio y coordenadas.","Mantener una sede y conservar los nombres como alias o vigencias.","https://aderama.org.uy/socios-2026/","https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf","False","True"
"Montevideo","arandu_montevideo_transversal_lote_3_correcciones.json","MVD-TR-006","SIN_CLASIFICAR","Pendiente de clasificación humana","Rebranding en sede oficial","Alta","MOAI Libertad / Hogar Siena — Libertad 2840","Mismo inmueble; Hogar Siena está en las fuentes oficiales actuales.","Conservar una sede y la identidad oficial histórica; registrar MOAI con vigencia.","https://grupolife.com.uy/moai-libertad/","https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf","False","True"
"Montevideo","arandu_montevideo_transversal_lote_3_correcciones.json","MVD-TR-007","SIN_CLASIFICAR","Pendiente de clasificación humana","Rebranding en sede oficial","Alta","MOAI Rivera / Hogar Casa Campo — Guardizabal 1634","Mismo inmueble; Hogar Casa Campo está en las fuentes oficiales actuales.","Conservar una sede y la identidad oficial histórica; registrar MOAI con vigencia.","https://grupolife.com.uy/moai-rivera/","https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf","False","True"
"Montevideo","arandu_montevideo_transversal_lote_3_correcciones.json","MVD-TR-008","SIN_CLASIFICAR","Pendiente de clasificación humana","Rebranding o sucesión en sede histórica","Alta para el domicilio","Mediterraneo III / Residencial Plenilunio — Joaquín Suárez 3429","La señal actual y la ficha histórica usan el mismo inmueble.","Mantener una geometría y reconstruir nombre, operador y vigencias.","https://aderama.org.uy/socios-2026/","https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf","False","True"
"Montevideo","arandu_montevideo_transversal_lote_3_correcciones.json","MVD-TR-009","SIN_CLASIFICAR","Pendiente de clasificación humana","Duplicado exacto y normalización ortográfica","Alta","Petit Home / Petite Home — Manuel Pintos Cardeiros 5647","Las dos filas comparten domicilio y geometría.","Fusionar filas y conservar variantes de nombre y calle como alias.","https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf","https://aderama.org.uy/socios-2026/","False","True"
"Montevideo","arandu_montevideo_transversal_lote_3_correcciones.json","MVD-TR-010","SIN_CLASIFICAR","Pendiente de clasificación humana","Duplicado de sede con conflicto de puerta","Alta","Valle Vilcabamba III — Palmas y Ombúes 5804 / 5805","Dos filas usan exactamente las mismas coordenadas.","Conservar una sede y revisar el rango de puerta.","https://aderama.org.uy/socios-2026/","https://github.com/enzoth7/arandu/blob/main/Base%20de%20Datos/Scraping/Montevideo/montevideo_chatgpt_public_review_2026-08-04.csv","False","True"
"Montevideo","arandu_montevideo_transversal_lote_3_correcciones.json","MVD-TR-011","SIN_CLASIFICAR","Pendiente de clasificación humana","Duplicado exacto de sede oficial","Alta","Valle Vilcabamba IV / Vilcabamba Harwood — Almirante Harwood 6212–6214","Dos filas comparten geometría y describen el mismo rango de puerta.","Conservar una fila oficial, alias y teléfonos.","https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf","https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social","False","True"
"Montevideo","arandu_montevideo_transversal_lote_3_correcciones.json","MVD-TR-012","SIN_CLASIFICAR","Pendiente de clasificación humana","Sede distinta con nombre compartido","Alta","Casa del Sol 2 — Eduardo Raíz 1919","El mismo operador o nombre aparece en otros domicilios; Eduardo Raíz es una ubicación diferenciada.","No fusionar por nombre y no trasladar el estatus oficial de D. A. Larrañaga 4104.","https://aderama.org.uy/socios-2026/","https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf","False","True"
"Montevideo","arandu_montevideo_transversal_lote_3_correcciones.json","MVD-TR-013","SIN_CLASIFICAR","Pendiente de clasificación humana","Falso positivo departamental","Alta","Residencial Paradise — Jacinto Trapani 1187","La ficha pública ubica el establecimiento en Treinta y Tres.","Excluir del universo de Montevideo.","https://1122.com.uy/local/residencial-paradise/LOC833040001","https://github.com/enzoth7/arandu/blob/main/Base%20de%20Datos/Scraping/Montevideo/montevideo_chatgpt_public_review_2026-08-04.csv","False","True"
"Montevideo","arandu_montevideo_centro_costa_lote_4_correcciones.json","MVD-CC-001","SIN_CLASIFICAR","Pendiente de clasificación humana","Enriquecimiento de ficha candidata","Alta","FAC-CANDIDATE-125 — Residencial Abril","Dos fuentes públicas coinciden en Juan Manuel Blanes 1037 y 2410 3873.","Conservar el punto y agregar correo, esquina, teléfono y fuentes.","https://1122.com.uy/rubro-zona/parque-rodo/residenciales/PRD1000233/Z01059","https://on-mend.com/providers/profiles/hospitals/residencial-abril-montevideo-uruguay","False","True"
"Montevideo","arandu_montevideo_centro_costa_lote_4_correcciones.json","MVD-CC-002","SIN_CLASIFICAR","Pendiente de clasificación humana","Enriquecimiento de ficha candidata","Alta","FAC-CANDIDATE-141 — Residencial Pontevedra","La ficha sectorial exacta publica dirección, tres teléfonos, correo, capacidad y servicios.","Conservar el punto y enriquecer la ficha sin crear otra sede.","https://www.redresidenciales.uy/residencial-hotel/montevideo/reducto/residencial-pontevedra/","https://aderama.org.uy/socios-2026/","False","True"
"Montevideo","arandu_montevideo_centro_costa_lote_4_correcciones.json","MVD-CC-003","SIN_CLASIFICAR","Pendiente de clasificación humana","Identidad histórica ausente de la capa actual exacta","Alta para identidad y domicilio","Residencial María Gracia / María Grazia — Gaboto 1577","Existe una ficha oficial histórica y señales públicas actuales en el mismo domicilio, pero la consulta actual no recuperó una fila exacta.","Reconciliar el histórico y la señal actual antes de recuperar o crear una fila.","https://www.gub.uy/ministerio-desarrollo-social/tramites-y-servicios/contenido/establecimientos-habilitados-maria-gracia","https://www.waze.com/live-map/directions/uruguay/montevideo-department/montevideo/residencial-maria-gracia?to=place.ChIJ259WlUqAn5URpKIOQvL6bU8","False","True"
"Montevideo","arandu_montevideo_centro_costa_lote_4_correcciones.json","MVD-CC-004","SIN_CLASIFICAR","Pendiente de clasificación humana","Triple representación de una sede oficial","Alta","Mediterraneo II / dos filas La Rosaleda — Agraciada 3157","Las tres filas comparten domicilio y geometría; La Rosaleda está en las fuentes oficiales actuales.","Conservar una fila oficial, trasladar fuentes y registrar el alias/operador Mediterráneo.","https://www.gub.uy/ministerio-desarrollo-social/tramites-y-servicios/servicios/establecimientos-larga-estadia-para-personas-mayores-habilitados","https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social","False","True"
"Montevideo","arandu_montevideo_centro_costa_lote_4_correcciones.json","MVD-CC-005","SIN_CLASIFICAR","Pendiente de clasificación humana","Normalización de teléfonos y alias operativo","Alta para la relación","La Rosaleda (Mediterráneo Salud) / Mediterraneo II","El nombre oficial incorpora Mediterráneo Salud; las fuentes comerciales usan Mediterraneo II.","Conservar teléfonos por fuente y fecha y modelar Mediterráneo como alias u operador, no como otra sede.","https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social","https://aderama.org.uy/socios-2026/","False","True"
"Montevideo","arandu_montevideo_centro_costa_lote_4_correcciones.json","MVD-CC-006","SIN_CLASIFICAR","Pendiente de clasificación humana","Segunda fuente y continuidad pendientes","Alta","FAC-CANDIDATE-176 — Residencial Tercera Edad","La información exacta proviene de una sola familia de directorio; falta confirmación independiente.","Mantener privada, buscar otra fuente y confirmar continuidad antes de promover.","https://1122.com.uy/local/residencial-tercera-edad/LOC520720001","https://1122.com.uy/rubro-zona/la-aguada/residenciales-adulto-mayor/PRD10114177/Z14102","False","True"
"Montevideo","arandu_montevideo_prado_noroeste_lote_5_correcciones.json","MVD-PN-001","SIN_CLASIFICAR","Pendiente de clasificación humana","Enriquecimiento de ficha candidata","Alta","FAC-CANDIDATE-132 — Residencial Gema Juncal","El sitio propio confirma Calderón de la Barca 1867, teléfonos y servicios de larga estadía.","Conservar el punto y agregar sitio, teléfonos y redes.","https://residencialgemajuncal.com/","https://aderama.org.uy/socios-2026/","False","True"
"Montevideo","arandu_montevideo_prado_noroeste_lote_5_correcciones.json","MVD-PN-002","SIN_CLASIFICAR","Pendiente de clasificación humana","Segunda fuente resuelta y enriquecimiento","Alta","FAC-CANDIDATE-150 — Residencial Eureka","Sitio propio y Guía 1122 coinciden en Camino Castro 152A y contactos.","Conservar y enriquecer la ficha; no crear otro punto.","https://eurekaresidencial.wixsite.com/eureka-residencial","https://1122.com.uy/local/residencial-eureka/LOC861370001","False","True"
"Montevideo","arandu_montevideo_prado_noroeste_lote_5_correcciones.json","MVD-PN-003","SIN_CLASIFICAR","Pendiente de clasificación humana","Etiqueta de sede sin domicilio","Alta","FAC-CANDIDATE-181 — Moirú II","El operador declara dos residencias, pero no publica una dirección específica para Moirú II.","Mantener sin ubicación y no contarla como una tercera sede.","https://residencialmoiru.com/","https://www.instagram.com/p/DLsmQZSMKnP/","False","True"
"Montevideo","arandu_montevideo_prado_noroeste_lote_5_correcciones.json","MVD-PN-004","SIN_CLASIFICAR","Pendiente de clasificación humana","Sede física probable con numeración comercial en conflicto","Media-alta","FAC-CANDIDATE-182 — Moirú III, Agraciada 3444","Existe un domicilio candidato y señales del operador, pero la numeración II/III no está reconciliada.","Conservar en revisión privada y resolver el nombre de la sede antes de publicar.","https://www.facebook.com/100069769715666/","https://residencialmoiru.com/","False","True"
"Montevideo","arandu_montevideo_prado_noroeste_lote_5_correcciones.json","MVD-PN-005","SIN_CLASIFICAR","Pendiente de clasificación humana","Modelo de operador y conteo de sedes","Alta para la necesidad de depuración","Moirú — Juan Carlos Blanco 3362 / Moirú II / Moirú III — Agraciada 3444","La fuente oficial respalda Juan Carlos Blanco 3362 y el sitio institucional declara dos residencias.","Crear un operator_group_id y resolver qué dos domicilios corresponden a las etiquetas comerciales.","https://www.gub.uy/ministerio-desarrollo-social/tramites-y-servicios/servicios/establecimientos-larga-estadia-para-personas-mayores-habilitados","https://residencialmoiru.com/","False","True"
"Montevideo","arandu_montevideo_prado_noroeste_lote_5_correcciones.json","MVD-PN-006","SIN_CLASIFICAR","Pendiente de clasificación humana","Enriquecimiento y operador multisede","Alta","FAC-LEGACY-ELP-0654 — TeaGarden, Av. Lezica 5858","Sitio propio y directorios coinciden en la sede 5858 y sus contactos.","Conservar la fila 5858 y vincular las otras ramas del operador.","https://residencialteagarden.com.uy/montevideo.html","https://1122.com.uy/local/residencial-teagarden/LOC227910001","False","True"
"Montevideo","arandu_montevideo_prado_noroeste_lote_5_correcciones.json","MVD-PN-007","SIN_CLASIFICAR","Pendiente de clasificación humana","Nueva rama candidata","Media-alta","TeaGarden — Av. Lezica 5855","El sitio institucional publica domicilio y teléfonos específicos; no hay coincidencia exacta en Arandú.","Mantener como candidata B1 hasta obtener fuente independiente y geocódigo.","https://residencialteagarden.com.uy/montevideo.html","https://residencialteagarden.com.uy/contacto.html","False","True"
"Montevideo","arandu_montevideo_prado_noroeste_lote_5_correcciones.json","MVD-PN-008","SIN_CLASIFICAR","Pendiente de clasificación humana","Nueva rama candidata","Media-alta","TeaGarden — Lanús 5699","El sitio institucional publica domicilio y teléfonos específicos; no hay coincidencia exacta en Arandú.","Mantener como candidata B1 hasta obtener fuente independiente y geocódigo.","https://residencialteagarden.com.uy/montevideo.html","https://residencialteagarden.com.uy/contacto.html","False","True"
"Montevideo","arandu_montevideo_prado_noroeste_lote_5_correcciones.json","MVD-PN-009","SIN_CLASIFICAR","Pendiente de clasificación humana","Coincidencia oficial y enriquecimiento de sede","Alta","FAC-LEGACY-ELP-0346 — Centro del Adulto Mayor Prado/Agraciada","MIDES y fuentes actuales coinciden en Av. Agraciada 3373.","Conservar la fila oficial, agregar alias Prado, contacto actual y grupo CLAMERICA.","https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social","https://inforesidenciales.com.uy/centro-del-adulto-mayor-prado/","False","True"
"Montevideo","arandu_montevideo_cerro_oeste_lote_6_correcciones.json","MVD-CO-001","SIN_CLASIFICAR","Pendiente de clasificación humana","Reparación de fila oficial y geocódigo","Alta","FAC-LEGACY-MSP24-067 — Seraan","La fuente oficial vigente publica Avda. Millán 3346, mientras la fila oficial de Arandú tiene una descripción societaria en el campo dirección y una geometría no auditable.","Corregir a Millán 3346 y regeocodificar solo después de revisión humana.","https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf","https://uy.linkedin.com/company/cooperativa-seraan","False","True"
"Montevideo","arandu_montevideo_cerro_oeste_lote_6_correcciones.json","MVD-CO-002","SIN_CLASIFICAR","Pendiente de clasificación humana","Dirección o posible sucursal no corroborada","Alta para el conflicto","FAC-CANDIDATE-149 — Cooperativa Seran, Besnes Hirigoyen 5674","ADERAMA publica Besnes Hirigoyen 5674, pero la fuente oficial y el perfil institucional ubican la sede en Millán 3346.","Bloquear la fila Besnes; no contarla como segunda sede hasta una fuente independiente.","https://aderama.org.uy/socios-2026/","https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf","False","True"
"Montevideo","arandu_montevideo_cerro_oeste_lote_6_correcciones.json","MVD-CO-003","SIN_CLASIFICAR","Pendiente de clasificación humana","Segunda fuente pendiente","Alta","FAC-CANDIDATE-151 — Galicia 1","Solo se recuperó ADERAMA como fuente exacta para Juan B. Viacaba 1667.","Mantener privada hasta una segunda fuente exacta.","https://aderama.org.uy/socios-2026/","https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf","False","True"
"Montevideo","arandu_montevideo_cerro_oeste_lote_6_correcciones.json","MVD-CO-004","SIN_CLASIFICAR","Pendiente de clasificación humana","Segunda fuente y relación de operador pendientes","Alta","FAC-CANDIDATE-152 — Galicia 2","Solo se recuperó ADERAMA; la relación operativa con Galicia 1 no está confirmada.","Mantener privada y no fusionar ni separar definitivamente las sedes sin otra fuente.","https://aderama.org.uy/socios-2026/","https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf","False","True"
"Montevideo","arandu_montevideo_cerro_oeste_lote_6_correcciones.json","MVD-CO-005","SIN_CLASIFICAR","Pendiente de clasificación humana","Conflicto de tipo de actividad","Alta para el conflicto","FAC-CANDIDATE-157 — Matildas","ADERAMA la presenta como residencial; otro directorio con el mismo teléfono y domicilio la clasifica como almacén.","Bloquear la ficha hasta confirmar actividad de larga estadía.","https://aderama.org.uy/socios-2026/","https://uy.todosnegocios.com/matilda-s-2613-7797","False","True"
"Montevideo","arandu_montevideo_cerro_oeste_lote_6_correcciones.json","MVD-CO-006","SIN_CLASIFICAR","Pendiente de clasificación humana","Segunda fuente pendiente","Alta","FAC-CANDIDATE-161 — Sully Arce","Solo se recuperó ADERAMA como fuente exacta para Camino Carlos López 8046.","Mantener privada hasta otra fuente exacta y revisión cartográfica.","https://aderama.org.uy/socios-2026/","https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf","False","True"
