candidate_key,department,locality,zone,name,alternative_names,address,address_precision,latitude,longitude,phone,website,classification_code,classification,evidence_tier,confidence,operational_status,administrative_status,review_status,source_1,source_2,source_3,source_4,relationship_or_risk,integration_blocker,recommended_action,source_file,record_origin,public_eligible,ready_for_direct_integration,apply_now,contact_attempted
colonia:nueva-palmira:la-familia,Colonia,Nueva Palmira,Nueva Palmira,La Familia,,"Corredor de Eguren entre Murguía y José Pedro Varela, Nueva Palmira (sector aproximado; número de puerta no resuelto)",Ubicación pública aproximada | Media,,,,,P1,Prioridad alta — confirmar señal reciente,B_public_recent_historical,Media-alta hasta 2024; baja para 2026,probable_active_as_of_2024_unconfirmed_2026,not_confirmed,priority_confirm,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://elecodigital.com.uy/sociedad/cruz-roja-palmira-entrego-alimentos-y-kits-de-higiene-en-varias-localidades/,https://elecodigital.com.uy/sociedad/feliz-193-anos-nueva-palmira-caballeria-gaucha-pasara-por-iglesia-catolico-y-hogares-de-ancianos/,,"Las consultas de solo lectura muestran en Nueva Palmira al Hogar de Ancianos Nueva Palmira y Los Abuelos, pero no a La Familia. Tampoco aparece en la tabla de establecimientos sin ubicación. | No asignar la dirección Uruguay s/n entre Eguren y Lucas Roselli: esa fila histórica coincide con Los Abuelos por sus 19 residentes. La ubicación sobre el corredor de Eguren es una inferencia basada en el recorrido público de octubre de 2024.",Falta confirmar funcionamiento actual y precisión geográfica con una segunda fuente pública.,Buscar una segunda fuente pública de 2025–2026 que confirme funcionamiento y larga estadía; obtener dirección y coordenadas exactas; revisar duplicados. No realizar contacto.,arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:ombues-de-lavalle:los-varones,Colonia,Ombúes de Lavalle,Ombúes de Lavalle,Los Varones,,"Pastor Pablo Davit s/n, entre 25 de Agosto y Juan Esteban Rochón, Ombúes de Lavalle",Histórica probable — inferencia espacial | Media-alta,,,,,H1,Histórico con dirección probable/documentada,A_historical_spatial,Baja,unknown,not_confirmed,pending_identity_and_continuity,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,https://www.juntacolonia.gub.uy/pablo-davit-ombues-de-lavalle/,https://www.juntacolonia.gub.uy/roberto-geymonat-ombues-de-lavalle/,"No existe coincidencia nominal exacta para Los Varones en las tablas actuales consultadas de Arandú. Sí están representados Corazón Cariñoso y el Hogar de Ancianos de Ombúes de Lavalle / Cristo Salvador. | La dirección de 1 de Agosto 30 entre Éxodo y Pablo Davit queda como alternativa secundaria no asignada. Atala T. de Mendivil 311 corresponde a Corazón Cariñoso en Arandú y Ruta 55 km 22 corresponde a Cristo Salvador, por lo que se excluyen como identidad de Los Varones.","La dirección histórica es razonable, pero no se confirmó funcionamiento actual.","Buscar por la dirección histórica en mapas, directorios, prensa y redes públicas; confirmar nombre actual y continuidad; geocodificar solo con respaldo suficiente.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
canelones:shangrila:aqua-residencial,Canelones,Shangrilá,Ciudad de la Costa,Aqua Residencial,,"Carabelas M26 S19, Shangrilá / Ciudad de la Costa",Manzana y solar,,,097 003 915,https://aquaresidencial.uy/,N1,Candidato nuevo con evidencia pública fuerte,A_public_two_sources,Alta,probable_active_unconfirmed,not_confirmed,priority_geocode_and_duplicate_check,https://dignus.uy/,https://www.waze.com/live-map/directions/uruguay/canelones-department/ciudad-de-la-costa/aqua-residencial?to=place.ChIJjfd9F2yJn5URUDylzjXz8LU,https://residenciales.com.uy/,,Integra Grupo Dignus y comparte el teléfono institucional 097 003 915 con otros hogares del grupo; no debe deduplicarse por teléfono.,Exact coordinate not exported; do not approximate.,"Geocodificar M26 S19, revisar duplicados y registrar el vínculo con Grupo Dignus. Mantener la situación administrativa sin confirmar.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:la-paz:altos-de-la-paz,Canelones,La Paz,"Las Piedras, La Paz y Progreso",Altos de La Paz,,"Camino Cuchilla Pereira 5290, La Paz",Calle y número,,,099 916 611,https://altosdelapaz.com/,N1,Candidato nuevo con evidencia pública fuerte,A_public_multiple_sources,Alta,probable_active_unconfirmed,not_confirmed,priority_geocode_and_duplicate_check,https://altosdelapaz.com/,https://dignus.uy/,https://www.redresidenciales.com.uy/residenciales/canelones/,,Integra Grupo Dignus. Debe modelarse como sede física separada aun cuando comparta vínculos de operador con otros hogares.,Exact coordinate not exported; do not approximate.,"Geocodificar Camino Cuchilla Pereira 5290, revisar duplicados y conservar el sitio propio como fuente principal. No publicar automáticamente.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:san-jose-de-carrasco:residencial-san-antonio,Canelones,San José de Carrasco,Ciudad de la Costa,Residencial San Antonio,,"19 de Abril 155 esquina Buchental, San José de Carrasco","Calle, número y esquina",,,2683 3270 | 094 263 612,,N2,Candidato nuevo con evidencia pública media-alta,B_public_single_directory_family,Media-alta,probable_active_unconfirmed,not_confirmed,second_independent_source_required,https://1122.com.uy/local/residencial-san-antonio/LOC259140001,https://1122.com.uy/rubro-zona/san-jose-de-carrasco/residenciales/PRD1000233/Z03633,,,Homónimo departamental: no fusionar con Hogar de Ancianos San Antonio de María Pereira de Marotte s/n.,Candidate is N2/N3; resolve evidence/address first.,Buscar una segunda fuente independiente o una ficha cartográfica exacta; luego geocodificar y mantener separadas las dos identidades San Antonio.,arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:lomas-de-solymar:hogar-residencial-las-margaritas,Canelones,Lomas de Solymar,Ciudad de la Costa,Hogar Residencial Las Margaritas,,"Rambla M104 S5, Lomas de Solymar",Manzana y solar,,,2681 3772 | 094 204 675,,N3,Candidato nuevo con una fuente pública local,B_local_directory_single_source,Media,unknown_current_continuity,not_confirmed,second_independent_source_required,https://www.ciudaddelacosta.com.uy/modules/directorio/lstDirectorio.php?des_zona=Lomas&id=4&listar=por_zona,https://www.ciudaddelacosta.com.uy/modules/directorio/lstDirectorio.php?id=110&listar=por_categoria,,,El nombre es genérico y solo se encontró una familia de fuente. Debe evitarse la asociación con establecimientos homónimos de otros lugares.,Candidate is N2/N3; resolve evidence/address first.,"Buscar una segunda fuente pública exacta, confirmar continuidad y recién entonces geocodificar Rambla M104 S5.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:las-toscas:residencial-las-calandrias,Canelones,Las Toscas,Costa de Oro,Residencial Las Calandrias,,"Calle 5 entre A y B / esquina A, Las Toscas",Calle e intersección; formulación menor por resolver,,,4372 0018 | 096 031 815 | 095 959 585,https://www.residenciallascalandrias.uy/,N1,Candidato nuevo con evidencia pública fuerte,A_public_independent_sources,Alta,probable_active_unconfirmed,not_confirmed,priority_geocode_and_duplicate_check,https://www.residenciallascalandrias.uy/,https://1122.com.uy/local/residencial-las-calandrias/LOC552960001,https://uy.todosnegocios.com/residencial-las-calandrias-096-031-815,,"El sitio propio usa 'esquina A' y los directorios 'entre A y B'. La diferencia debe resolverse al geocodificar, sin inventar un punto.",Resolve 'esquina A' versus 'entre A y B' before final coordinate.,"Geocodificar Calle 5 en el tramo A–B, validar la esquina y revisar duplicados. Mantener la situación administrativa sin confirmar.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:las-toscas:residencial-el-parque,Canelones,Las Toscas,Costa de Oro,Residencial El Parque,,"Calle F y Calle 14, Las Toscas",Intersección,,,094 333 773,,N2,Candidato nuevo con perfil público detallado,B_detailed_single_directory,Media-alta,probable_active_unconfirmed,not_confirmed,second_independent_source_required,https://www.redresidenciales.com.uy/residencial_hotel/canelones/ciudad-de-la-cosa/residencial-el-parque/,https://www.redresidenciales.com.uy/residenciales/canelones/,,,Solo se localizó una familia de fuente. El nombre genérico exige coincidencia territorial estricta.,Candidate is N2/N3; resolve evidence/address first.,"Buscar una segunda fuente independiente y, si coincide, geocodificar la intersección y revisar duplicados.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:estacion-atlantida:residencial-bea,Canelones,Estación Atlántida,Costa de Oro,Residencial Bea,,"Ruta 11 km 163.500, Estación Atlántida",Ruta y kilometraje,,,4372 4903 | 095 355 785,,N2,Candidato nuevo con ficha pública exacta,B_exact_single_directory,Media-alta,probable_active_unconfirmed,not_confirmed,second_independent_source_required,https://1122.com.uy/local/residencial-bea/LOC470950001,https://1122.com.uy/rubro-zona/atlantida/residenciales/PRD1000233/Z03621,,,Solo se localizó una familia de fuente pública.,Candidate is N2/N3; resolve evidence/address first.,"Buscar una segunda fuente exacta, validar el km 163.500 y recién después preparar la geocodificación.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:costa-azul:hogar-mis-abuelos,Canelones,Costa Azul,Costa de Oro,Hogar Mis Abuelos,,"Independencia entre 25 de Agosto y Delmira Agustini, Costa Azul",Calle y tramo,,,4373 5217 | 097 302 838,,N2,Candidato nuevo con ficha pública exacta,B_exact_single_directory,Media-alta,probable_active_unconfirmed,not_confirmed,second_independent_source_required,https://1122.com.uy/local/hogar-mis-abuelos/LOC431890001,https://1122.com.uy/rubro-zona/costa-azul-canelones/hogar-de-ancianos/PRD10114180/Z03104,,,El nombre es frecuente; debe mantenerse la coincidencia estricta con Costa Azul y el tramo de Independencia.,Candidate is N2/N3; resolve evidence/address first.,"Buscar otra fuente pública exacta y geocodificar únicamente cuando el nombre, teléfonos y tramo territorial coincidan.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:parque-del-plata:genesis-hogar-femenino,Canelones,Parque del Plata,Costa de Oro,Genesis Hogar Femenino,,"Calle Q, Parque del Plata; número o esquina pendiente",Solo calle,,,096 126 068,,N3,Candidato nuevo con identidad pública y domicilio incompleto,C_exact_profile_address_incomplete,Media,unknown_current_continuity,not_confirmed,exact_address_and_second_source_required,https://1122.com.uy/local/genesis-hogar-femenino/LOC631470001,https://1122.com.uy/rubro-zona/parque-del-plata/residenciales/PRD1000233/Z03101,,,La calle sin número o esquina no permite individualizar el inmueble. No debe confundirse con otras identidades Génesis de Canelones.,Candidate is N2/N3; resolve evidence/address first.,"Mantener fuera del mapa. Buscar número, esquina o manzana/solar y una segunda fuente pública independiente.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:parque-del-plata:casa-hogar-tercera-edad,Canelones,Parque del Plata,Costa de Oro,Casa Hogar Tercera Edad,,Parque del Plata; dirección exacta no publicada,Sin dirección,,,4375 4023 | 098 662 481,,N3,"Candidato nuevo con identidad y teléfonos, pero sin domicilio",C_exact_profile_no_address,Media,unknown_current_continuity,not_confirmed,exact_address_and_second_source_required,https://1122.com.uy/local/casa-hogar-tercera-edad/LOC431860001,https://1122.com.uy/rubro-zona/parque-del-plata/asistencia-hogar/PRD10107692/Z03101,,,Sin domicilio no puede descartarse una relación con otra sede o un cambio de nombre.,Candidate is N2/N3; resolve evidence/address first.,No geocodificar ni publicar. Buscar una fuente independiente que aporte dirección exacta y confirme continuidad.,arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:atlantida:senior-living,Canelones,Atlántida,Costa de Oro,Senior Living,,"Calle 22 entre Calle 1 y Calle 11, Atlántida",Calle y tramo; punto exacto a validar,,,094 356 247,https://seniorliving.uy/,N1,Candidato nuevo con sitio propio y presencia pública fuerte,A_current_own_site_and_directory,Alta,probable_active_unconfirmed,not_confirmed,priority_geocode_and_duplicate_check,https://seniorliving.uy/,https://seniorliving.uy/contacto/,https://1122.com.uy/rubro-zona/atlantida/seres-magicos/PRD16084/Z03621,,Debe geocodificarse con precisión para no confundirlo con Puentecasa u otras sedes cercanas de Atlántida.,Validate exact point and distinguish from Puentecasa on same street.,"Geocodificar el tramo de Calle 22, validar el punto exacto y revisar duplicados. Mantener la situación administrativa sin confirmar.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:lomas-de-solymar:senescentis-iii,Canelones,Lomas de Solymar,Ciudad de la Costa,Senescentis III,,"Stella Maris M37 S9 esquina Virazón, Lomas de Solymar","Manzana, solar y esquina",,,093 552 851,https://senescentis.com.uy/centro/info/4,N1,Nueva sede identificada por el sitio institucional del operador,A_operator_primary_source,Alta,probable_active_unconfirmed,not_confirmed,priority_geocode_and_group_model_review,https://senescentis.com.uy/,https://senescentis.com.uy/centro/info/4,,,Debe modelarse como sede física diferenciada del mismo operador; no fusionar III con I o II por nombre o teléfono.,Same address as historical CANAAM/Canaan; resolve continuity/rebranding first.,"Geocodificar M37 S9, vincular la sede al grupo Senescentis y revisar el duplicado existente de Senescentis II.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:atlantida:lares-de-atlantida,Canelones,Atlántida,Costa de Oro,Lares de Atlántida,,"Calle 5 entre calles 4 y 6, M42 S3, Atlántida","Calle, tramo, manzana y solar",,,4376 7965 | 097 353 262 | 097 823 076,https://www.laresdeatlantida.com.uy/galeria-de-fotos/,N1,Candidato nuevo con sitio propio y segunda señal pública,A_own_site_and_current_map_derived_source,Alta para identidad y dirección; media-alta para continuidad actual,probable_active_unconfirmed,not_confirmed,priority_geocode_and_current_contact_check,https://www.laresdeatlantida.com.uy/galeria-de-fotos/,https://lospinoscoloniahotel.com.uy/hotel/lares-de-atlantida/,,,El sitio propio tiene contenido con antigüedad; antes de promover el punto debe confirmarse que los contactos continúan vigentes.,Exact coordinate not exported; do not approximate.,"Geocodificar M42 S3, revisar duplicados y validar la continuidad pública de los teléfonos sin realizar contacto directo.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:el-pinar:residencial-nazaret,Canelones,El Pinar,Ciudad de la Costa,Residencial Nazaret,,"Carlos Gardel 175, El Pinar / Ciudad de la Costa",Calle y número; localidad administrativa a resolver,,,096 202 373 | 092 960 802,,N2,"Candidato nuevo con publicación 2026 exacta, pero una sola fuente",B_recent_classified_single_source,Media-alta,probable_active_unconfirmed,not_confirmed,second_source_and_locality_resolution_required,https://amarillasdelacosta.com.uy/directory/classified/residencial-nazaret/,https://amarillasdelacosta.com.uy/,,,"La página mezcla El Pinar, Ciudad de la Costa y Municipio de Nicolich en sus metadatos territoriales; debe resolverse la localidad y el geocódigo antes de mapear.",Candidate is N2/N3; resolve evidence/address first.,"Buscar una segunda fuente independiente, validar Carlos Gardel 175 y resolver la localidad administrativa antes de geocodificar.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:ruta-36:taita-guasu,Canelones,Progreso / Los Cerrillos,Interior y oeste de Canelones,Residencial Taita Guasu,,Ruta 36 km 30.500,Ruta y kilometraje; localidad administrativa en conflicto,,,2367 7561 | 092 113 754,https://www.taitaguasu.uy/,N1,Candidato nuevo con sitio propio y fuentes independientes,A_primary_site_plus_independent_directories,Alta para identidad y dirección; media para localidad,probable_active_unconfirmed,not_confirmed,priority_geocode_locality_and_duplicate_check,https://www.taitaguasu.uy/,https://uy.todosnegocios.com/residencial-taita-guasu-2367-7561,https://laguiauruguay.com.uy/empresas/residencial-taita-guasu/,,"El sitio propio usa Progreso y otro directorio Los Cerrillos. Además está aproximadamente a 0,5 km, por kilometraje vial, de la ficha histórica LA ESPERANZA.",Resolve Progreso/Los Cerrillos and compare with LA ESPERANZA at km 31.,"Geocodificar Ruta 36 km 30.500, resolver Progreso/Los Cerrillos y comparar físicamente con LA ESPERANZA km 31. No trasladar la afirmación comercial de habilitación a un campo oficial.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:sauce:hogar-esperanza-i,Canelones,Sauce,Interior de Canelones,Hogar Esperanza I / Residencial Esperanza,,"Carmelo René González 2110 / esquina San Miguel, Sauce","Número y esquina compatibles, pero deben validarse",-34.6511125,-56.064984375,2294 1972 | 099 553 599 | 2294 1360,,N1,Candidato nuevo con múltiples fuentes públicas coincidentes,A_directory_map_and_independent_profile,Alta para identidad; media-alta para domicilio exacto,probable_active_unconfirmed,not_confirmed,priority_geocode_and_branch_resolution,https://1122.com.uy/local/residencial-esperanza/LOC463750001,https://www.waze.com/live-map/directions/uruguay/canelones-department/sauce/hogar-esperanza-i?to=place.ChIJy94t8TUwoJURWot_27mNPP8,https://laguiauruguay.com.uy/empresas/hogar-esperanza-i/,,"Las fuentes mezclan el número 2110 y la esquina San Miguel. La Guía también asigna el teléfono 2294 2614, que la ficha 1122 usa para la sucursal de Av. Artigas.",Final visual map check required; also separate branch contacts.,"Geocodificar René González 2110/esquina San Miguel, separar los teléfonos por sede y mantener el vínculo de operador con Esperanza de Av. Artigas.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:sauce:residencial-esperanza-artigas,Canelones,Sauce,Interior de Canelones,Residencial Esperanza — sucursal Av. Artigas,,"Av. Artigas 1267, Sauce",Calle y número,,,2294 2614,,N2,Posible segunda sede física declarada por un directorio,B_exact_branch_single_source_family,Media-alta para domicilio; media para funcionamiento independiente,unknown_branch_continuity,not_confirmed,second_source_and_branch_confirmation_required,https://1122.com.uy/local/residencial-esperanza/LOC463750002,https://1122.com.uy/rubro-zona/sauce/residenciales/PRD1000233/Z03527,,,La Guía Uruguay incluye el mismo teléfono dentro de la ficha de Esperanza I; puede existir contaminación de contactos o administración común.,Candidate is N2/N3; resolve evidence/address first.,Buscar una segunda fuente independiente que confirme que Av. Artigas 1267 funciona como sede física separada; no crear un segundo punto solo por la relación de sucursal.,arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:ruta-12:granja-residencial-la-esperanza,Canelones,San Ramón / Tala,Interior rural de Canelones,"Granja Residencial ""La Esperanza""",,Ruta Nacional 12 km 94,Ruta y kilometraje; localidad administrativa en conflicto,,,091 802 727 | 4310 2286,,N2,Candidato exacto con una familia principal de fuente,B_exact_business_profile,Media-alta para identidad y ruta; media para localidad,probable_active_unconfirmed,not_confirmed,second_source_and_locality_resolution_required,https://uy.todosnegocios.com/granja-residencial-%22la-esperanza%22-091-802-727,https://es.cybo.com/UY/san-ram%C3%B3n-%28uruguay%29/hoteles-y-moteles/,,,El directorio la asigna a San Ramón; otras referencias cartográficas e inmobiliarias atribuyen Ruta 12 km 94 a Tala. Debe resolverse antes de geocodificar.,Candidate is N2/N3; resolve evidence/address first.,"Obtener una segunda fuente independiente, validar San Ramón/Tala y geocodificar por el km 94. No fusionar con otros establecimientos llamados Esperanza.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:sauce:hogar-la-familia,Canelones,Sauce,Interior de Canelones,Hogar La Familia,,"Ponce de León 2285, Sauce",Calle y número,,,2294 1714,,N2,Candidato exacto con una sola fuente pública,B_exact_single_directory,Media-alta para identidad y domicilio,unknown_current_continuity,not_confirmed,second_independent_source_required,https://1122.com.uy/local/hogar-la-familia/LOC463690001,https://1122.com.uy/rubro-zona/sauce/residenciales/PRD1000233/Z03527,,,Nombre genérico y una sola familia de fuente; alto riesgo de homónimos.,Candidate is N2/N3; resolve evidence/address first.,"Buscar una segunda fuente exacta y geocodificar solo si coinciden nombre, teléfono y Ponce de León 2285. No fusionar con Residencial La Familia de otra localidad.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
canelones:sauce:hogar-cielito,Canelones,Sauce,Interior de Canelones,Hogar Cielito,,"Barrio Libertador, Sauce",Solo barrio,,,2294 0371,,N3,"Candidato con identidad y teléfono, pero domicilio insuficiente",C_exact_profile_neighborhood_only,Media,unknown_current_continuity,not_confirmed,exact_address_and_second_source_required,https://1122.com.uy/local/hogar-cielito/LOC463640001,https://1122.com.uy/rubro-zona/sauce/residenciales/PRD1000233/Z03527,,,Barrio Libertador no individualiza el inmueble y no apareció una segunda fuente pública exacta.,Candidate is N2/N3; resolve evidence/address first.,"Mantener fuera del mapa. Buscar calle, número o esquina y una segunda fuente independiente antes de preparar coordenadas.",arandu_canelones_candidatos_nuevos_20.json,new_candidate_post_audit_canelones,False,False,False,False
montevideo:teagarden:av-lezica-5855,Montevideo,Montevideo,Colón / Lezica,Residencial TeaGarden — Av. Lezica 5855,,Av. Lezica 5855,door_number,,,2321 1918 | 098 000 665,,B1,Rama nueva declarada por fuente primaria; falta fuente independiente,primary_operator_exact_branch,Media-alta,probable_active_unconfirmed,not_confirmed,independent_source_and_geocode_required,https://residencialteagarden.com.uy/montevideo.html,https://residencialteagarden.com.uy/contacto.html,,,Bajo frente a la sede 5858; números de puerta y teléfonos diferentes.,Falta fuente independiente y geocódigo verificado.,"Buscar una fuente cartográfica o directorio independiente, geocodificar el número 5855 y mantenerla como sede separada del 5858.",arandu_montevideo_prado_noroeste_lote_5.json,new_branch_discovered_during_montevideo_audit,False,False,False,False
montevideo:teagarden:lanus-5699,Montevideo,Montevideo,Colón / Lezica,Residencial TeaGarden — Lanús 5699,,Lanús 5699,door_number,,,2320 8466 | 098 000 663,,B1,Rama nueva declarada por fuente primaria; falta fuente independiente,primary_operator_exact_branch,Media-alta,probable_active_unconfirmed,not_confirmed,independent_source_and_geocode_required,https://residencialteagarden.com.uy/montevideo.html,https://residencialteagarden.com.uy/contacto.html,,,Bajo frente a las dos sedes de Av. Lezica; domicilio y teléfonos propios.,Falta fuente independiente y geocódigo verificado.,"Buscar una fuente cartográfica o directorio independiente, geocodificar Lanús 5699 y vincularla al operador TeaGarden.",arandu_montevideo_prado_noroeste_lote_5.json,new_branch_discovered_during_montevideo_audit,False,False,False,False
